(empty)
0
0.000002
0.000003
0.000004
0.000005
0.000006
0.000182
0.000229
0.000232
0.000234
0.000243
0.000248
0.000249
0.000253
0.000498
0.000501
0.000975
0.000976
0.000977
0.000978
0.000980
0.000981
0.000982
0.000986
0.000987
0.000989
0.000990
0.000991
0.000992
0.000993
0.000994
0.000995
0.000996
0.000997
0.000998
0.000999
0.001009
0.001142
0.001150
0.001158
0.001162
0.001167
0.001176
0.001177
0.001179
0.001188
0.001191
0.001192
0.001198
0.001202
0.001220
0.001223
0.001224
0.001226
0.001227
0.001228
0.001229
0.001230
0.001231
0.001232
0.001234
0.001235
0.001236
0.001237
0.001238
0.001239
0.001240
0.001241
0.001242
0.001243
0.001244
0.001245
0.001246
0.001247
0.001248
0.001249
0.001250
0.001251
0.001263
0.001273
0.001427
0.001474
0.001477
0.001478
0.001481
0.001493
0.001494
0.001495
0.001496
0.001497
0.001498
0.001499
0.001747
0.001992
0.001996
0.001998
0.002247
0.002319
0.002495
0.002497
0.002742
0.002746
0.002747
0.002748
0.003248
0.003495
0.003497
0.003498
0.003622
0.003720
0.003723
0.003724
0.003725
0.003726
0.003728
0.003729
0.003730
0.003735
0.003737
0.003740
0.003743
0.003744
0.003745
0.003746
0.003747
0.003748
0.003759
0.003761
0.003982
0.003983
0.003995
0.003996
0.004012
0.004041
0.004250
0.004746
0.004999
0.005245
0.008497
0.010024
0.010746
0.014474
0.014489
0.014491
0.014492
0.014626
0.014731
0.014732
0.014733
0.014739
0.014740
0.014742
0.014754
0.014800
0.014876
0.014977
0.014980
0.014988
0.014990
0.014992
0.014993
0.015001
0.015009
0.015139
0.015233
0.015237
0.015238
0.015240
0.015245
0.016817
0.018219
0.019197
0.020489
0.020740
0.024232
0.024734
0.024736
0.026397
0.026463
0.026464
0.026466
0.026467
0.026468
0.026471
0.026473
0.026481
0.026482
0.026483
0.026484
0.026485
0.026486
0.026502
0.026526
0.026529
0.026646
0.026678
0.026684
0.026697
0.026717
0.026718
0.026719
0.026723
0.026725
0.026726
0.026729
0.026730
0.026732
0.026733
0.026734
0.026735
0.026736
0.026737
0.026748
0.026754
0.028232
0.028234
0.028757
0.033482
0.035479
0.035733
0.035956
0.036981
0.037733
0.038481
0.039730
0.039978
0.041807
0.043476
0.043976
0.044227
0.044565
0.045224
0.045725
0.046249
0.049723
0.050473
0.052969
0.053971
0.055219
0.055718
0.057969
0.058467
0.059715
0.059717
0.062220
0.065214
0.066463
0.068461
0.071290
0.072709
0.073979
0.076706
0.078956
0.080206
0.082955
0.084207
0.084454
0.087713
0.094696
0.095698
0.097297
0.104219
0.104440
0.104691
0.104941
0.105762
0.106935
0.108940
0.109189
0.109439
0.110939
0.111444
0.111938
0.111958
0.112686
0.114186
0.114686
0.114961
0.115185
0.115438
0.116190
0.116685
0.117184
0.118671
0.118935
0.120683
0.124202
0.125533
0.127180
0.128447
0.128696
0.131426
0.131676
0.132486
0.138117
0.138671
0.139940
0.141937
0.142419
0.143434
0.148710
0.149164
0.149426
0.149917
0.150637
0.154163
0.155414
0.156673
0.157426
0.158410
0.159159
0.159161
0.160658
0.160908
0.161407
0.161660
0.164925
0.165648
0.166906
0.168405
0.174151
0.175151
0.179646
0.179648
0.180426
0.180898
0.180899
0.181647
0.181649
0.182897
0.183914
0.184651
0.185645
0.186144
0.186895
0.187642
0.187837
0.189394
0.191465
0.198389
0.199640
0.199885
0.202137
0.203903
0.204885
0.215802
0.216379
0.220376
0.222145
0.223375
0.224375
0.229334
0.239864
0.247111
0.259350
0.263617
0.264350
0.265849
0.266370
0.266849
0.266856
0.267600
0.268602
0.270348
0.271846
0.272346
0.272844
0.275834
0.276342
0.276358
0.276587
0.276592
0.276845
0.277092
0.280340
0.281058
0.282588
0.282612
0.282840
0.283182
0.283589
0.283602
0.284590
0.286602
0.287587
0.288086
0.288090
0.288589
0.289089
0.290336
0.290481
0.290866
0.291086
0.291335
0.292189
0.292585
0.293584
0.294331
0.294836
0.295604
0.295857
0.296543
0.296583
0.296602
0.296842
0.297833
0.298268
0.298834
0.299331
0.299333
0.299342
0.299601
0.301329
0.302828
0.304081
0.304093
0.304577
0.306096
0.307576
0.308075
0.308693
0.309022
0.309574
0.309825
0.320065
0.320078
0.321087
0.321817
0.322320
0.323569
0.324065
0.324338
0.324566
0.326312
0.327316
0.330565
0.332560
0.332812
0.335311
0.339578
0.340365
0.341062
0.341574
0.341807
0.343072
0.343803
0.344054
0.344301
0.345804
0.346079
0.347057
0.347115
0.349559
0.350051
0.352552
0.354067
0.354310
0.354570
0.356297
0.357555
0.358295
0.360808
0.362065
0.363868
0.364044
0.371788
0.381800
0.386047
0.386531
0.391489
0.396773
0.399775
0.403771
0.406780
0.422770
0.423011
0.428007
0.431245
0.432006
0.436003
0.445239
0.445246
0.445514
0.447740
0.448499
0.451739
0.453241
0.456510
0.464482
0.473479
0.514473
0.525451
0.532449
0.609154
0.624893
0.640136
0.648649
0.747575
0.816778
0.866028
0.882500
0.905744
0.918475
0.922058
0.997936
0.998426
0.998432
0.998679
0.998681
0.998682
0.998684
0.998693
0.998703
0.998710
0.998802
0.998909
0.998926
0.998930
0.998931
0.998932
0.998933
0.998937
0.998940
0.998949
0.998954
0.998957
0.999173
0.999179
0.999181
0.999184
0.999185
0.999197
0.999199
0.999429
1
1.000183
1.011175
1.038160
1.038907
1.078391
